component,path,language,source_form_hint,initial_classification,status,entry_point,tapenade_options,modes,oracle,dependencies,tapenade_result,fortad_result
non-regressions,nonRegressions/set02/m02,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/m03,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/m04,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/m05,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/m06,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/rmg01,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v002,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v003,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v004,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v005,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v006,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v008,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v009,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v010,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v011,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v012,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v013,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v014,fortran,mixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v015,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v016,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v017,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v018,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v019,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v020,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v021,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v022,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v023,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v024,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v025,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v026,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v027,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v028,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v029,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v030,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v031,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v032,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v033,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v034,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v050,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v051,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v052,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v053,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v054,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v055,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v056,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v057,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v058,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v059,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v060,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v061,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v062,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v063,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v064,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v065,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"none (BLOCKDATA /axes/)",-p|-d|-b (no root),parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-no-root|FortAD-exact-no-entry-boundary|independent-COMMON-state-oracle|upstream-source-SHA-256-contract,"BLOCKDATA initializes COMMON /axes/; parser reference only; no callable procedure",pass-fresh-parser-strict-compile-tangent-reverse-no-root,expected-refusal-exact-parser-forward-reverse-no-entry
non-regressions,nonRegressions/set02/v066,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v067,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"ADJ_FCN(T,Y,YP,RESULT,RP)",-p/-root ADJ_FCN|-d/-root ADJ_FCN|-b/-root ADJ_FCN,parser|forward|reverse,exact-source-SHA-256|strict-and-legacy-fixed-form-compiler|fresh-Tapenade-exact-source-boundary|FortAD-exact-parser-forward-reverse-boundary|analytical-finite-difference-adjoint-oracle,"valid fixed-form source; CR-only exact program.f reaches a Tapenade no-root boundary and FortAD reaches an empty-forward/reverse assignment boundary; stored program_p.f is reference evidence only",expected-refusal-exact-source-cr-only-line-terminator-no-root,expected-refusal-exact-forward-empty-stub-reverse-assignment-boundary
non-regressions,nonRegressions/set02/v069,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v070,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v071,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v078,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v079,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v080,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v081,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v082,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v083,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v084,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v085,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v086,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v087,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set02/v088,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
